Timestep,Lymphocytes,TriggeringCells,TumorCells,TumorCellsRad,DoomedCells,DoomedCellsRad,Lymphocytes DieProb,Tumor DieProbRad,Tumor DieProbImm,Tumor DivProb,SurvivingFractionTLast,PrimaryImmuneResponse,SecondaryImmuneResponse,ImmuneResponse,LymphocyteMigrationAttempted,ImmuneSuppression
707,0,0,8447,1,1478,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9998094290205203,0.0,0.007484128575477114,0.007484128575477114,186,0.51
708,0,0,8448,1,1463,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.99990457914553,0.0,0.007484128575477114,0.007484128575477114,186,0.51
709,0,0,8463,1,1447,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999045904406122,0.0,0.007484128575477114,0.007484128575477114,186,0.51
710,0,0,8459,1,1446,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999047595465309,0.0,0.007484128575477114,0.007484128575477114,186,0.51
711,0,0,8447,1,1457,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999047145102603,0.0,0.007484128575477114,0.007484128575477114,186,0.51
712,0,0,8476,1,1441,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.99990457914553,0.0,0.007484128575477114,0.007484128575477114,186,0.51
713,0,0,8489,1,1445,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999049056208461,0.0,0.007484128575477114,0.007484128575477114,186,0.51
714,0,0,8480,1,1440,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999050512477667,0.0,0.007484128575477114,0.007484128575477114,186,0.51
715,0,0,8485,1,1422,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999049504766854,0.0,0.007484128575477114,0.007484128575477114,186,0.51
716,0,0,8481,1,1442,0,0.045,0.0,0.007484128575477114,0.21537594409912147,0.9999050064870114,0.0,0.007484128575477114,0.007484128575477114,186,0.51
